,f1,f2,今日涨幅,价格变动,成交量,成交额,f7,换手,市盈(动),量比,f11,f12,f13,名字,今日最高价,今日最低价,今日开盘价,昨天收盘价,流通市值,总市值,f22,市净率,f24,f25,主力净流入,市盈率,f128,f140,f141,f136,f152,gxl
2685,2,6.27,-0.48,-0.03,25639,16158316.0,1.75,0.09,18.36,1.13,0.0,600098.SH,1,广州发展,6.36,6.25,6.31,6.3,17093252419,17093252419,-0.16,1.03,1.62,12.77,-20627.0,23.38,-,-,-,-,2,0.1594896331738437
1447,2,2.51,0.4,0.01,656649,164509625.0,1.2,0.33,10.58,1.68,0.0,600795.SH,1,国电电力,2.52,2.49,2.5,2.5,49322498591,49322498591,0.0,0.94,-1.57,-0.4,-22529080.0,30.68,-,-,-,-,2,0.15936254980079684
189,2,18.83,3.86,0.7,309821,581129600.0,4.8,3.08,22.31,1.85,0.0,000997.SZ,0,新 大 陆,19.08,18.21,18.34,18.13,19660868421,18951891410,0.0,3.59,11.88,31.31,27405473.0,28.53,-,-,-,-,2,0.15932023366967607
228,2,33.0,3.38,1.08,16242,53589852.0,4.73,4.11,15.92,2.39,0.0,603810.SH,1,ST丰山,33.47,31.96,32.26,31.92,2640000000,1303889697,0.0,2.3,-15.43,-16.71,1363523.0,19.39,-,-,-,-,2,0.1590909090909091
3051,2,10.88,-0.82,-0.09,42176,45939827.0,1.91,0.16,27.33,0.6,0.28,600299.SH,1,安迪苏,11.05,10.84,10.97,10.97,29179085850,29179085850,0.09,2.14,1.4,-3.8,781769.0,30.06,-,-,-,-,2,0.15900735294117646
556,2,7.55,1.75,0.13,401497,302772048.0,3.37,1.68,24.65,1.2,0.13,002152.SZ,0,广电运通,7.63,7.38,7.48,7.42,18187904330,18069871677,0.0,2.07,6.94,37.52,226029.0,26.16,-,-,-,-,2,0.15894039735099338
3021,2,3.78,-0.79,-0.03,85772,32519995.0,1.31,0.83,17.53,0.83,0.0,600798.SH,1,宁波海运,3.82,3.77,3.78,3.81,4560699280,3896616583,0.27,1.3,1.61,19.24,-1384171.0,18.6,-,-,-,-,2,0.15873015873015872
1011,2,28.38,0.85,0.24,47922,135241096.0,3.13,9.18,22.49,1.36,0.18,300690.SZ,0,双一科技,28.7,27.82,28.4,28.14,3148590720,1482199876,0.0,3.37,28.01,59.89,-960051.0,27.66,-,-,-,-,2,0.15867011980267795
2725,2,15.78,-0.5,-0.08,23409,37055014.0,1.39,3.29,28.19,0.76,0.0,603848.SH,1,好太太,15.93,15.71,15.89,15.86,6327780000,1122036900,0.0,4.87,0.38,6.19,-3267637.0,24.17,-,-,-,-,2,0.15842839036755388
2861,2,17.69,-0.62,-0.11,23911,42385520.0,2.02,0.96,19.39,1.06,0.4,300396.SZ,0,迪瑞医疗,17.92,17.56,17.83,17.8,4882970700,4422652665,0.23,3.44,3.51,52.5,-5397764.0,21.98,-,-,-,-,2,0.15828151498021478
1068,2,6.32,0.8,0.05,48528,30440439.0,1.91,0.36,33.01,0.82,0.16,002461.SZ,0,珠江啤酒,6.32,6.2,6.27,6.27,13988235994,8597232424,0.16,1.7,0.96,46.98,5537933.0,33.11,-,-,-,-,2,0.1582278481012658
1638,2,12.39,0.24,0.03,69908,87056674.0,3.07,0.87,9.48,0.67,0.08,600641.SH,1,万业企业,12.63,12.25,12.38,12.36,9988306888,9988306888,0.08,1.64,16.56,39.53,-5211928.0,16.35,-,-,-,-,2,0.1581920903954802
3632,2,13.92,-1.97,-0.28,38891,54375212.0,2.82,7.58,55.57,0.66,-0.29,300749.SZ,0,顶固集创,14.28,13.88,14.21,14.2,2855958048,714096000,-0.07,3.86,-12.84,12.8,-3611386.0,36.64,-,-,-,-,2,0.15804597701149425
2679,2,6.34,-0.47,-0.03,129174,81837467.0,1.1,0.12,13.03,0.76,0.0,600011.SH,1,华能国际,6.37,6.3,6.36,6.37,99525911896,66570000000,0.0,1.31,-3.35,-12.91,-17361203.0,31.84,-,-,-,-,2,0.15772870662460567
1201,2,6.34,0.63,0.04,45223,28734663.0,1.27,0.86,21.66,0.9,0.16,000888.SZ,0,峨眉山Ａ,6.39,6.31,6.34,6.3,3340629067,3340629067,0.0,1.4,2.09,14.03,1600155.0,15.44,-,-,-,-,2,0.15772870662460567
3801,2,15.35,-4.66,-0.75,378658,581990144.0,4.97,4.49,39.84,1.21,0.26,600195.SH,1,中牧股份,16.0,15.2,16.0,16.1,12930962800,12930962800,0.0,3.22,68.5,106.59,-56287315.0,33.54,-,-,-,-,2,0.15765472312703582
2938,2,12.7,-0.7,-0.09,22878,29145349.0,1.64,0.44,20.87,0.81,0.0,002258.SZ,0,利尔化学,12.89,12.68,12.89,12.79,6659579683,6632908134,0.0,2.22,-6.41,-1.85,-1657140.0,13.97,-,-,-,-,2,0.15748031496062992
2283,2,6.35,-0.16,-0.01,796379,503154144.0,3.93,6.9,66.93,0.62,0.32,002467.SZ,0,二六三,6.44,6.19,6.29,6.36,8596027880,7326492230,0.0,4.39,-3.5,117.47,-35142897.0,78.02,-,-,-,-,2,0.15748031496062992
2492,2,6.36,-0.31,-0.02,30826,19616118.0,1.25,0.98,13.58,0.6,0.0,002357.SZ,0,富临运业,6.42,6.34,6.38,6.38,1993790269,1992176241,0.0,1.79,-8.09,18.0,-457266.0,29.14,-,-,-,-,2,0.15723270440251572
248,2,15.8,3.27,0.5,47130,73865639.0,5.29,6.35,28.92,2.03,0.13,603103.SH,1,横店影视,15.96,15.15,15.25,15.3,10020360000,1172360000,0.0,4.45,-13.47,0.32,3809557.0,37.57,-,-,-,-,2,0.1569620253164557
2884,2,10.84,-0.64,-0.07,47016,51174504.0,1.65,0.44,20.93,0.79,0.09,600388.SH,1,龙净环保,10.99,10.81,10.99,10.91,11588502000,11588502000,0.0,2.3,-11.58,8.62,-9467731.0,14.0,-,-,-,-,2,0.15682656826568264
1112,2,19.13,0.74,0.14,33436,63909790.0,3.21,1.65,15.77,1.34,0.05,002798.SZ,0,帝欧家居,19.44,18.83,19.0,18.99,7364295589,3878869524,0.05,2.25,2.3,45.92,-1388639.0,16.13,-,-,-,-,2,0.15682174594877157
3106,2,15.95,-0.87,-0.14,22669,36271144.0,2.42,2.35,29.26,0.86,0.25,603929.SH,1,亚翔集成,16.25,15.86,16.0,16.09,3403092000,1540132000,0.0,3.08,-12.12,9.77,-2092029.0,29.11,-,-,-,-,2,0.15673981191222572
2798,2,7.02,-0.57,-0.04,159397,112413627.0,2.69,0.88,7.13,0.89,-0.28,000031.SZ,0,大悦城,7.19,7.0,7.06,7.06,27559609773,12732335165,0.0,1.64,6.2,47.17,-5081298.0,14.06,-,-,-,-,2,0.1566951566951567
1643,2,4.15,0.24,0.01,90852,38061703.0,3.14,1.16,27.93,1.67,0.0,000698.SZ,0,沈阳化工,4.25,4.12,4.2,4.14,3400984739,3260591327,0.24,0.75,0.48,15.92,-2376520.0,30.59,-,-,-,-,2,0.1566265060240964
994,2,21.71,0.88,0.19,140039,303951664.0,5.72,6.32,34.16,0.77,0.09,002815.SZ,0,崇达技术,22.28,21.05,21.49,21.52,18096095912,4809329286,0.0,6.53,42.36,52.14,22539456.0,33.21,-,-,-,-,2,0.15660985720865958
685,2,6.43,1.42,0.09,318470,202578266.0,3.31,3.99,17.89,1.08,0.31,002139.SZ,0,拓邦股份,6.47,6.26,6.36,6.34,6552469194,5132896464,0.16,2.91,12.02,68.32,11810293.0,22.16,-,-,-,-,2,0.1564592534992224
1407,2,48.01,0.44,0.21,24480,117127155.0,2.26,5.94,25.88,0.72,-0.27,300417.SZ,0,南华仪器,48.46,47.38,48.0,47.8,3917616000,1977324881,-0.06,10.52,123.3,234.56,-1074890.0,44.1,-,-,-,-,2,0.15621745469693815
1250,2,25.68,0.59,0.15,28348,72821873.0,1.18,1.58,54.68,0.67,0.27,603486.SH,1,科沃斯,25.85,25.55,25.56,25.53,14384395200,4613379335,0.12,5.78,-14.63,-21.2,332426.0,35.16,-,-,-,-,2,0.1557632398753894
9,2,17.99,10.03,1.64,193646,331752528.0,11.19,28.82,43.8,1.96,0.0,002905.SZ,0,金逸影视,17.99,16.16,16.35,16.35,4835712000,1208928000,0.0,2.62,-0.06,41.1,51285893.0,38.4,-,-,-,-,2,0.1556420233463035
1778,2,28.94,0.14,0.04,52948,153325178.0,3.08,2.1,41.88,0.58,0.24,300327.SZ,0,中颖电子,29.39,28.5,29.25,28.9,7352455768,7306378021,0.1,8.7,32.63,79.08,6422499.0,41.8,-,-,-,-,2,0.15549412577747063
3110,2,37.33,-0.88,-0.33,3793,14226948.0,1.94,1.23,18.52,0.47,0.05,603208.SH,1,江山欧派,37.97,37.24,37.97,37.66,3016863557,1150363557,-0.29,2.66,16.66,43.41,-400523.0,17.1,-,-,-,-,2,0.15537101526922048
719,2,4.51,1.35,0.06,58290,26142308.0,1.57,0.85,17.63,0.79,0.45,002225.SZ,0,濮耐股份,4.51,4.44,4.48,4.45,4663549169,3093759269,0.22,1.72,-4.85,3.68,831877.0,19.87,-,-,-,-,2,0.15521064301552107
1420,2,14.13,0.43,0.06,33798,47826207.0,1.49,1.55,64.29,0.72,0.07,603056.SH,1,德邦股份,14.28,14.07,14.13,14.07,13564800000,3075519621,0.07,3.46,-0.98,-13.47,3316303.0,27.18,-,-,-,-,2,0.15498938428874734
2736,2,21.3,-0.51,-0.11,17794,37916150.0,1.92,0.19,20.37,0.63,0.14,603568.SH,1,伟明环保,21.54,21.13,21.43,21.41,19952791699,19885648774,0.05,5.94,-5.59,27.7,-1896646.0,23.34,-,-,-,-,2,0.15492957746478872
1594,2,3.56,0.28,0.01,220965,78480885.0,0.85,0.27,6.24,0.93,0.28,601992.SH,1,金隅集团,3.57,3.54,3.56,3.55,38012865237,29669603420,0.56,0.85,-4.3,3.19,-13257611.0,9.76,-,-,-,-,2,0.15449438202247193
3578,2,5.05,-1.75,-0.09,173424,88074001.0,2.53,0.19,8.84,1.11,-0.2,601898.SH,1,中煤能源,5.16,5.03,5.15,5.14,66956250170,46217602020,-0.2,0.71,5.43,10.5,-5138158.0,14.84,-,-,-,-,2,0.15445544554455445
352,2,10.36,2.57,0.26,30813,31566711.0,2.67,2.36,60.72,1.42,0.1,300507.SZ,0,苏奥传感,10.36,10.09,10.13,10.1,2281042008,1350677530,0.29,2.36,-1.61,10.1,-2467719.0,42.32,-,-,-,-,2,0.15444015444015446
2625,2,39.52,-0.43,-0.17,39755,157691218.0,2.02,1.73,28.61,0.74,0.0,603517.SH,1,绝味食品,39.98,39.18,39.69,39.69,22684480000,9057326387,-0.13,7.17,7.57,70.27,-12348655.0,31.42,-,-,-,-,2,0.15435222672064774
3718,2,19.44,-2.51,-0.5,31070,60454081.0,2.11,2.63,20.85,1.33,0.0,300732.SZ,0,设研院,19.7,19.28,19.62,19.94,3730066368,2295025825,0.0,1.75,-7.78,-18.29,-5522937.0,13.05,-,-,-,-,2,0.15432098765432098
2931,2,22.74,-0.7,-0.16,62095,141232140.0,2.4,8.96,47.3,0.55,-0.04,300739.SZ,0,明阳电路,22.97,22.42,22.96,22.9,6303528000,1575882000,-0.18,5.02,25.15,64.43,-14841501.0,43.38,-,-,-,-,2,0.15391380826737028
3056,2,15.65,-0.82,-0.13,34032,53374484.0,2.47,6.54,20.53,0.68,0.0,300697.SZ,0,电工合金,15.95,15.56,15.84,15.78,3255200000,813800000,-0.06,4.16,12.59,45.18,-6396206.0,29.39,-,-,-,-,2,0.15335463258785942
3593,2,19.58,-1.81,-0.36,46406,90423580.0,3.16,1.44,48.37,0.77,0.36,603566.SH,1,普莱柯,19.81,19.18,19.81,19.94,6294891680,6294891680,0.0,3.92,53.45,70.11,-3011937.0,50.66,-,-,-,-,2,0.15321756894790603
1375,2,6.53,0.46,0.03,26322,17124394.0,1.08,0.84,18.02,0.86,0.15,000153.SZ,0,丰原药业,6.54,6.47,6.52,6.5,2038282232,2037211312,0.0,1.6,3.98,29.31,1214441.0,25.67,-,-,-,-,2,0.15313935681470137
1377,2,13.09,0.46,0.06,108662,142215920.0,1.15,1.13,125.84,0.63,-0.08,000998.SZ,0,隆平高科,13.18,13.03,13.04,13.03,17239141201,12632694213,0.0,2.73,-15.28,-10.34,2638386.0,24.56,-,-,-,-,2,0.15292139037433156
3137,2,6.55,-0.91,-0.06,42702,28272162.0,3.18,1.29,59.52,0.55,0.0,002724.SZ,0,海洋王,6.74,6.53,6.61,6.61,4716000000,2175151261,0.0,2.53,10.27,28.18,-2110350.0,24.05,-,-,-,-,2,0.15267175572519084
2481,2,13.16,-0.3,-0.04,144561,193603046.0,5.61,3.51,86.02,1.69,0.15,600230.SH,1,沧州大化,13.84,13.1,13.24,13.2,5420123686,5420123686,-0.08,1.54,-6.73,-17.49,-10459926.0,21.31,-,-,-,-,2,0.1519756838905775
1229,2,6.6,0.61,0.04,61400,40496036.0,1.52,2.27,26.23,0.46,0.0,002560.SZ,0,通达股份,6.64,6.54,6.57,6.56,2929450280,1784191365,0.15,1.82,11.49,25.24,173887.0,94.34,-,-,-,-,2,0.15151515151515152
1232,2,66.1,0.61,0.4,79002,508697104.0,5.18,4.95,-116.09,0.99,0.14,300618.SZ,0,寒锐钴业,66.5,63.1,65.33,65.7,17767705977,10548105337,0.03,13.36,54.48,26.63,-40632523.0,173.64,-,-,-,-,2,0.15128593040847202
587,2,6.64,1.68,0.11,34095,22412482.0,3.52,1.46,34.97,0.96,0.15,300120.SZ,0,经纬辉开,6.65,6.42,6.5,6.53,3085983897,1555281629,0.0,1.35,2.0,11.22,-1277359.0,24.38,-,-,-,-,2,0.15060240963855423
912,2,3.99,1.01,0.04,32030,12758141.0,2.53,0.62,18.26,1.12,0.25,600854.SH,1,春兰股份,4.02,3.92,3.95,3.95,2072639567,2072639567,0.0,1.03,0.76,16.67,267094.0,-137.41,-,-,-,-,2,0.15037593984962405
3585,2,6.65,-1.77,-0.12,70481,47336359.0,3.55,1.79,39.55,0.93,-0.45,002455.SZ,0,百川股份,6.87,6.63,6.81,6.77,3437897994,2619732022,0.0,2.63,5.06,34.89,-6938650.0,38.14,-,-,-,-,2,0.15037593984962405
2832,2,4.99,-0.6,-0.03,57137,28608056.0,1.59,0.51,16.09,0.82,0.2,000498.SZ,0,山东路桥,5.06,4.98,5.05,5.02,5589493924,5589200762,0.0,1.09,-9.44,0.0,134035.0,7.96,-,-,-,-,2,0.1503006012024048
2439,2,14.64,-0.27,-0.04,26903,39445692.0,1.02,0.48,16.23,0.48,-0.14,600329.SH,1,中新药业,14.75,14.6,14.69,14.68,11256301833,8284308633,-0.07,2.28,3.46,19.8,-2360513.0,18.92,-,-,-,-,2,0.15027322404371585
2514,2,2.93,-0.34,-0.01,52267,15408470.0,1.36,0.19,10.68,0.77,0.0,600231.SH,1,凌钢股份,2.97,2.93,2.94,2.94,8119272437,8119272437,-0.34,1.06,-11.21,11.41,-788264.0,9.8,-,-,-,-,2,0.1501706484641638
374,2,11.99,2.48,0.29,80898,96430226.0,2.48,6.81,55.29,0.87,0.42,300600.SZ,0,瑞特股份,12.1,11.81,11.9,11.7,3639998538,1425275280,0.0,3.3,7.63,35.33,-734166.0,43.56,-,-,-,-,2,0.1501251042535446
746,2,13.33,1.29,0.17,14972,19940638.0,1.44,2.97,22.51,0.8,-0.15,603500.SH,1,祥和实业,13.39,13.2,13.24,13.16,2351412000,671832000,0.0,2.74,5.38,30.3,262790.0,22.48,-,-,-,-,2,0.15003750937734434
1519,2,50.0,0.34,0.17,60470,301956800.0,3.19,4.3,35.31,0.78,-0.3,603228.SH,1,景旺电子,50.59,49.0,49.87,49.83,30118580500,7024740650,-0.18,6.04,31.51,42.17,-3408351.0,35.94,-,-,-,-,2,0.15
1367,2,10.67,0.47,0.05,16151,17282463.0,1.41,1.78,14.26,0.84,0.09,300599.SZ,0,雄塑科技,10.77,10.62,10.69,10.62,3243680000,966563824,0.0,2.2,-3.7,7.24,-1995109.0,14.36,-,-,-,-,2,0.1499531396438613
882,2,6.67,1.06,0.07,33250,22198498.0,1.82,1.23,18.96,0.96,-0.15,002742.SZ,0,三圣股份,6.73,6.61,6.62,6.6,2881440000,1799369902,-0.15,1.93,-5.26,-18.06,536911.0,24.27,-,-,-,-,2,0.14992503748125938
2623,2,4.67,-0.43,-0.02,50003,23540042.0,2.77,1.13,25.72,1.4,0.0,002682.SZ,0,龙洲股份,4.78,4.65,4.74,4.69,2626261334,2073870589,0.0,0.93,0.43,10.4,-824162.0,17.95,-,-,-,-,2,0.14989293361884368
2717,2,8.01,-0.5,-0.04,40852,32789402.0,1.24,0.54,10.1,0.85,0.13,600618.SH,1,氯碱化工,8.08,7.98,8.07,8.05,9262763808,6006218208,0.13,2.22,1.01,25.75,-4610388.0,8.11,-,-,-,-,2,0.149812734082397
3409,2,6.68,-1.33,-0.09,51921,34863797.0,2.51,1.25,18.95,0.87,0.0,000019.SZ,0,深粮控股,6.82,6.65,6.8,6.77,7698935497,2778348259,-0.15,1.81,-8.12,-5.11,-5588572.0,24.94,-,-,-,-,2,0.14970059880239522
3638,2,51.46,-2.0,-1.05,192509,995627600.0,2.06,0.92,7.61,1.11,0.37,601336.SH,1,新华保险,52.28,51.2,52.23,52.51,160531868036,107316708436,0.39,2.16,-4.58,24.09,-155410893.0,12.67,-,-,-,-,2,0.14963078118927323
3481,2,9.36,-1.47,-0.14,67215,63108400.0,2.95,1.03,20.66,0.78,0.21,300284.SZ,0,苏交科,9.59,9.31,9.56,9.5,9092359973,6112667658,0.11,2.1,1.3,9.73,-5017763.0,13.77,-,-,-,-,2,0.14957264957264957
1571,2,13.38,0.3,0.04,25089,33713912.0,1.8,3.0,15.1,0.78,0.0,002893.SZ,0,华通热力,13.56,13.32,13.45,13.34,2128747296,1119136142,-0.07,3.24,-8.42,9.49,-726721.0,34.02,-,-,-,-,2,0.14947683109118085
2086,2,3.35,0.0,0.0,87919,29420631.0,1.19,0.63,9.48,0.66,0.3,002277.SZ,0,友阿股份,3.37,3.33,3.35,3.35,4670478880,4670478880,0.0,0.68,-4.01,7.72,-5066643.0,14.85,-,-,-,-,2,0.14925373134328357
3247,2,17.7,-1.06,-0.19,172847,306180640.0,2.91,0.3,16.93,0.59,0.11,600999.SH,1,招商证券,18.04,17.52,17.99,17.89,118579545123,101226444237,0.11,1.81,5.67,34.7,-23875417.0,19.37,-,-,-,-,2,0.14915254237288136
2509,2,12.08,-0.33,-0.04,40276,49137606.0,3.8,2.42,12.24,1.47,0.08,603225.SH,1,新凤鸣,12.45,11.99,12.25,12.12,14390078839,2013031639,0.0,1.74,-6.21,-8.9,-2401037.0,12.0,-,-,-,-,2,0.1490066225165563
2227,2,33.57,-0.09,-0.03,14091,47365522.0,1.76,3.59,14.66,0.72,0.45,603871.SH,1,嘉友国际,33.95,33.36,33.8,33.6,5263776000,1315944000,0.06,3.1,14.77,38.03,-4782867.0,16.99,-,-,-,-,2,0.14894250819183794
2176,2,4.03,0.0,0.0,28784,11592744.0,0.74,0.11,18.19,1.02,0.25,000539.SZ,0,粤电力Ａ,4.04,4.01,4.03,4.03,21158644464,10292245371,0.25,0.87,-5.18,-11.82,-468422.0,34.85,-,-,-,-,2,0.1488833746898263
3720,2,10.08,-2.51,-0.26,222380,225521052.0,4.06,3.31,22.5,0.78,0.0,000818.SZ,0,航锦科技,10.4,9.98,10.34,10.34,6955200000,6762189944,0.0,2.8,-6.49,11.01,-43272453.0,16.69,-,-,-,-,2,0.1488095238095238
3281,2,16.81,-1.12,-0.19,11286,19160351.0,3.82,2.59,87.35,0.94,0.06,603637.SH,1,镇海股份,17.3,16.65,17.17,17.0,2927091697,732114617,-0.12,3.99,8.1,15.69,-783622.0,55.72,-,-,-,-,2,0.14872099940511602
680,2,13.46,1.43,0.19,58586,78146077.0,2.86,5.38,41.38,0.75,0.0,300371.SZ,0,汇中股份,13.48,13.1,13.26,13.27,2258886812,1465681542,-0.07,3.59,19.22,54.89,-983066.0,25.64,-,-,-,-,2,0.1485884101040119
1628,2,4.04,0.25,0.01,84918,34385445.0,1.49,0.16,16.32,1.05,0.25,600415.SH,1,小商品城,4.08,4.02,4.06,4.03,21990585271,21990585271,0.0,1.8,-3.58,17.78,1781551.0,40.54,-,-,-,-,2,0.1485148514851485
2116,2,6.74,0.0,0.0,83175,55966452.0,1.04,0.88,7.83,1.11,0.0,000926.SZ,0,福星股份,6.77,6.7,6.75,6.74,6486997075,6379384570,0.0,0.58,-2.88,11.96,844403.0,6.73,-,-,-,-,2,0.14836795252225518
1031,2,18.23,0.83,0.15,32084,58481760.0,2.05,2.67,25.86,0.7,-0.05,603776.SH,1,永安行,18.42,18.05,18.1,18.08,3419583400,2187813966,-0.05,1.44,-0.27,31.06,3811016.0,28.8,-,-,-,-,2,0.1481075150850247
3549,2,4.73,-1.66,-0.08,129820,61985550.0,3.33,0.72,14.63,1.18,-0.21,000560.SZ,0,我爱我家,4.88,4.72,4.83,4.81,11141519025,8503359269,0.0,1.16,-3.67,2.83,-99254.0,16.31,-,-,-,-,2,0.14799154334038053
1835,2,13.53,0.07,0.01,145472,197265182.0,2.88,4.94,32.71,0.48,0.15,002783.SZ,0,凯龙股份,13.79,13.4,13.78,13.52,4788424435,3986171203,-0.15,3.04,-0.15,117.17,-10279905.0,57.71,-,-,-,-,2,0.14781966001478197
3473,2,6.77,-1.46,-0.1,152558,103859390.0,2.04,4.17,17.33,0.5,0.0,601860.SH,1,紫金银行,6.9,6.76,6.85,6.87,24784217779,2478421779,-0.15,1.91,-14.95,115.61,-11733986.0,18.16,-,-,-,-,2,0.14771048744460857
1545,2,15.44,0.32,0.05,41043,63627005.0,3.25,1.63,13.76,0.73,0.13,300423.SZ,0,鲁亿通,15.78,15.28,15.28,15.39,7709318454,3885568717,0.13,2.49,12.21,50.78,-163563.0,14.72,-,-,-,-,2,0.14766839378238342
3470,2,3.39,-1.45,-0.05,82084,27944110.0,2.03,0.73,15.79,1.3,0.3,600439.SH,1,瑞贝卡,3.44,3.37,3.44,3.44,3837430642,3837430642,0.3,1.39,3.99,30.38,-1668598.0,16.68,-,-,-,-,2,0.14749262536873156
2866,2,4.8,-0.62,-0.03,40032,19264828.0,1.24,0.54,42.59,0.96,0.21,002433.SZ,0,太安堂,4.84,4.78,4.83,4.83,3680511360,3537231360,0.0,0.71,-6.07,3.9,-2050216.0,14.98,-,-,-,-,2,0.14729166666666665
3653,2,20.38,-2.07,-0.43,831547,1706731328.0,3.36,1.13,22.8,0.9,0.1,601688.SH,1,华泰证券,20.98,20.28,20.92,20.81,184982127000,149947976042,0.0,1.62,-11.39,28.18,-184326641.0,31.19,-,-,-,-,2,0.14720314033366047
3680,2,10.19,-2.21,-0.23,118837,122079987.0,3.07,3.24,64.11,0.74,0.1,002609.SZ,0,捷顺科技,10.46,10.14,10.45,10.42,6581565511,3735809428,-0.1,3.4,29.31,89.05,-13493599.0,61.43,-,-,-,-,2,0.14720314033366047
2703,2,8.16,-0.49,-0.04,160341,131800055.0,2.44,0.43,11.54,0.68,-0.49,000961.SZ,0,中南建设,8.33,8.13,8.25,8.2,30271876584,30190639320,-0.61,1.65,-6.74,48.63,-3332512.0,11.74,-,-,-,-,2,0.14705882352941177
2216,2,15.64,-0.06,-0.01,62553,98259311.0,2.24,0.94,97.82,0.79,0.26,002607.SZ,0,中公教育,15.86,15.51,15.64,15.65,96458126444,10435695941,-0.06,46.92,14.58,137.69,-4690441.0,67.29,-,-,-,-,2,0.14705882352941174
3661,2,18.03,-2.12,-0.39,108463,197471168.0,3.64,3.65,21.74,0.56,0.17,603686.SH,1,龙马环卫,18.62,17.95,18.58,18.42,5353052099,5353052099,0.06,2.28,-8.66,70.09,-23546282.0,23.9,-,-,-,-,2,0.14697726012201884
1342,2,20.42,0.49,0.1,17500,35787150.0,1.97,5.49,29.91,0.82,0.05,603607.SH,1,京华激光,20.66,20.26,20.34,20.32,2603795040,651234640,0.0,3.37,-3.68,14.01,-2326825.0,26.82,-,-,-,-,2,0.14691478942213515
2963,2,13.63,-0.73,-0.1,112848,153251602.0,2.11,5.01,43.3,0.52,0.07,600371.SH,1,万向德农,13.73,13.44,13.55,13.73,3067567800,3067567800,0.07,6.57,10.45,125.29,-8360747.0,33.17,-,-,-,-,2,0.1467351430667645
2700,2,10.23,-0.49,-0.05,6435,6614407.0,1.36,0.31,20.83,0.53,-0.1,603311.SH,1,金海环境,10.37,10.23,10.28,10.28,2148300000,2148300000,0.0,2.74,-1.73,2.51,-273093.0,31.67,-,-,-,-,2,0.14662756598240467
1205,2,4.78,0.63,0.03,208529,99538765.0,1.26,0.48,17.45,1.01,0.0,600497.SH,1,驰宏锌锗,4.8,4.74,4.78,4.75,24336373695,20601313329,-0.21,1.65,-8.08,18.61,-123122.0,41.35,-,-,-,-,2,0.14644351464435146
2699,2,4.11,-0.48,-0.02,104817,43301379.0,1.69,0.39,10.37,0.78,0.0,002244.SZ,0,滨江集团,4.17,4.1,4.14,4.13,12788034388,11108934988,-0.24,0.82,-3.52,4.85,-5186757.0,10.21,-,-,-,-,2,0.145985401459854
2519,2,11.65,-0.34,-0.04,32011,37328255.0,1.28,0.76,14.83,0.72,0.0,600826.SH,1,兰生股份,11.76,11.61,11.75,11.69,4900482655,4900482655,0.0,1.44,5.62,24.73,-4962444.0,12.92,-,-,-,-,2,0.14592274678111586
1493,2,13.71,0.37,0.05,36211,49695189.0,1.54,0.45,14.57,0.77,0.15,601163.SH,1,三角轮胎,13.84,13.63,13.77,13.66,10968000000,10968000000,0.0,1.16,10.21,25.32,267680.0,16.66,-,-,-,-,2,0.14587892049598833
1705,2,10.29,0.19,0.02,98465,101436359.0,1.75,1.14,14.49,0.9,0.1,601311.SH,1,骆驼股份,10.39,10.21,10.3,10.27,8888746058,8888746058,0.0,1.46,-3.83,18.55,-793580.0,15.25,-,-,-,-,2,0.1457725947521866
2319,2,5.49,-0.18,-0.01,62339,34084578.0,1.27,0.58,13.21,0.86,0.18,000639.SZ,0,西王食品,5.5,5.43,5.5,5.5,5926060242,5909154500,0.0,1.32,-7.58,21.46,77785.0,12.14,-,-,-,-,2,0.14571948998178508
2545,2,8.24,-0.36,-0.03,47169,38921245.0,1.45,1.91,15.3,0.8,0.0,300511.SZ,0,雪榕生物,8.31,8.19,8.28,8.27,3536936982,2030891574,0.24,2.16,2.11,40.85,-7287386.0,15.0,-,-,-,-,2,0.14563106796116504
2779,2,16.15,-0.55,-0.09,6370,10308702.0,2.16,0.84,65.4,0.53,0.06,002735.SZ,0,王子新材,16.36,16.01,16.2,16.24,2304624865,1225488518,0.0,3.98,2.15,28.79,249584.0,45.31,-,-,-,-,2,0.1455108359133127
2464,2,3.44,-0.29,-0.01,235102,80762102.0,1.45,0.68,8.16,1.3,-0.29,600039.SH,1,四川路桥,3.46,3.41,3.45,3.45,12420207754,11892330518,0.0,0.86,-7.53,6.5,11531567.0,8.54,-,-,-,-,2,0.14534883720930233
2460,2,10.5,-0.28,-0.03,57261,59951298.0,2.18,1.87,21.5,0.38,0.57,300041.SZ,0,回天新材,10.62,10.39,10.51,10.53,4469980326,3212666877,0.48,2.59,13.51,61.04,-7784519.0,34.04,-,-,-,-,2,0.14528266666666667
2756,2,20.66,-0.53,-0.11,42442,87744405.0,2.17,0.35,17.1,0.57,0.0,601966.SH,1,玲珑轮胎,20.96,20.51,20.95,20.77,24792201580,24792201580,0.1,2.54,25.14,54.76,-3203730.0,17.93,-,-,-,-,2,0.1452081316553727
2211,2,20.68,-0.05,-0.01,21677,44986788.0,2.17,0.56,30.16,0.6,-0.43,603989.SH,1,艾华集团,21.0,20.55,20.7,20.69,8065244710,8065244710,0.0,4.22,8.05,4.23,-2769128.0,26.75,-,-,-,-,2,0.1450676982591876
