,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f20,f21,f22,f23,f24,f25,f62,f115,f128,f140,f141,f136,f152,gxl
2286,2,13.4,-2.83,-0.39,154682,210444174.0,5.95,3.76,0.0,0.84,-0.15,000032.SZ,0,深桑达Ａ,14.08,13.26,13.6,13.79,5537143457,5511201044,-0.3,4.0,37.72,93.08,-11489377.0,56.01,-,-,-,-,2,0.05970149253731343
2287,2,14.08,-2.83,-0.41,23558,33522532.0,3.17,1.28,0.0,1.24,-0.42,002756.SZ,0,永兴材料,14.53,14.07,14.49,14.49,5068800000,2599412133,-0.64,1.53,-7.61,28.94,-659485.0,11.84,-,-,-,-,2,0.7102272727272727
2288,2,8.24,-2.83,-0.24,150461,124776470.0,3.66,0.98,0.0,0.98,-0.12,002221.SZ,0,东华能源,8.52,8.21,8.49,8.48,13594210470,12618025663,0.0,1.53,-6.26,2.74,-11142265.0,13.35,-,-,-,-,2,0.044902912621359224
2289,2,6.18,-2.83,-0.18,50180,31267780.0,3.77,0.77,0.0,0.87,0.0,000906.SZ,0,浙商中拓,6.37,6.13,6.36,6.36,4169386286,4047069606,0.0,1.86,-3.89,30.38,-5994008.0,8.8,-,-,-,-,2,0.24303414239482202
2290,2,68.99,-2.83,-2.01,34625,241894529.0,3.9,4.65,0.0,0.58,0.0,688008.SH,1,澜起科技,71.58,68.81,71.0,71.0,77945860202,5131809836,0.0,11.42,178.19,178.19,-25992701.0,89.48,-,-,-,-,2,0.0
2291,2,17.16,-2.83,-0.5,71767,123884207.0,4.08,1.7,0.0,0.76,0.06,300034.SZ,0,钢研高纳,17.74,17.02,17.63,17.66,7914093793,7232506573,-0.12,4.13,12.45,102.36,-11310106.0,53.94,-,-,-,-,2,0.06993006993006992
2322,2,32.73,-2.85,-0.96,51353,167666578.0,4.33,5.36,0.0,0.76,0.03,300570.SZ,0,太辰光,33.49,32.03,33.4,33.69,7527795264,3137376863,-0.03,6.09,46.64,81.83,-33797966.0,39.13,-,-,-,-,2,0.10999083409715858
2323,2,7.5,-2.85,-0.22,26599,20087718.0,4.15,0.43,0.0,0.76,-0.13,603528.SH,1,多伦科技,7.76,7.44,7.72,7.72,4701712500,4665723750,-0.13,3.09,-2.72,23.15,-2245255.0,34.16,-,-,-,-,2,0.08800000000000001
2324,2,11.59,-2.85,-0.34,101954,119365057.0,3.27,2.41,0.0,0.75,-0.26,002222.SZ,0,福晶科技,11.95,11.56,11.9,11.93,4954725000,4901700738,0.26,5.44,0.0,19.98,-24827815.0,34.39,-,-,-,-,2,0.08628127696289906
2367,2,4.71,-2.89,-0.14,144394,68641739.0,6.19,3.94,0.0,1.37,0.0,000637.SZ,0,茂化实华,4.94,4.64,4.91,4.85,2448612927,1726191295,0.21,2.68,-3.09,27.64,-2050857.0,25.11,-,-,-,-,2,0.12738853503184713
2355,2,9.79,-2.88,-0.29,251225,251028170.0,5.06,3.74,0.0,1.06,-0.1,000818.SZ,0,航锦科技,10.28,9.77,10.17,10.08,6755100000,6567642813,0.0,2.72,-9.44,7.82,-29074922.0,16.21,-,-,-,-,2,0.15321756894790603
2356,2,2.7,-2.88,-0.08,165601,44895606.0,3.96,1.64,0.0,0.97,0.0,300048.SZ,0,合康新能,2.78,2.67,2.77,2.78,3009520594,2728403428,-0.37,1.33,-7.53,12.97,-2048642.0,-13.42,-,-,-,-,2,0.0
2357,2,6.75,-2.88,-0.2,52551,35976690.0,4.32,1.05,0.0,0.66,0.0,002330.SZ,0,得利斯,6.98,6.68,6.95,6.95,3388500000,3387615075,0.0,2.54,14.02,56.25,-2263804.0,383.61,-,-,-,-,2,0.0
2358,2,17.54,-2.88,-0.52,134258,236720237.0,3.82,5.11,0.0,0.82,-0.17,300378.SZ,0,鼎捷软件,18.06,17.37,18.05,18.06,4646180124,4605564062,-0.23,3.55,16.7,81.01,-20879187.0,55.15,-,-,-,-,2,0.05723928164196123
2359,2,6.07,-2.88,-0.18,253603,156372155.0,8.16,6.56,0.0,1.81,0.33,300050.SZ,0,世纪鼎利,6.48,5.97,6.44,6.25,3307219578,2346747417,0.0,1.15,-8.17,-2.25,-18035022.0,69.84,-,-,-,-,2,0.0
2360,2,4.72,-2.88,-0.14,517634,245715912.0,4.32,1.62,0.0,1.38,0.0,600782.SH,1,新钢股份,4.89,4.68,4.88,4.86,15050771125,15050771125,-0.21,0.75,-7.63,-3.48,-25388975.0,2.69,-,-,-,-,2,0.42372881355932207
2361,2,5.73,-2.88,-0.17,48380,28087080.0,3.05,1.33,0.0,0.87,-0.17,600232.SH,1,金鹰股份,5.9,5.72,5.85,5.9,2089837257,2089837257,-0.17,1.9,-4.02,16.94,-2849718.0,78.68,-,-,-,-,2,0.17452006980802792
2362,2,4.38,-2.88,-0.13,46790,20633296.0,4.43,0.77,0.0,1.35,0.0,600248.SH,1,延长化建,4.55,4.35,4.55,4.51,4020632703,2661314105,-0.23,1.48,-9.88,14.96,-223422.0,12.7,-,-,-,-,2,0.22831050228310504
2363,2,4.38,-2.88,-0.13,58183,25685965.0,2.66,0.85,0.0,0.82,-0.68,002225.SZ,0,濮耐股份,4.49,4.37,4.49,4.51,4529123140,3004582173,-0.68,1.67,-7.2,0.69,-1881004.0,19.3,-,-,-,-,2,0.1598173515981735
2364,2,8.42,-2.88,-0.25,25666,21840517.0,3.46,0.81,0.0,1.1,-0.24,002403.SZ,0,爱仕达,8.7,8.4,8.59,8.67,2949701144,2657509252,0.12,1.32,-1.29,10.21,-3684578.0,21.53,-,-,-,-,2,0.17814726840855108
2365,2,34.33,-2.89,-1.02,63460,219822176.0,3.9,3.13,0.0,0.7,0.12,603026.SH,1,石大胜华,35.53,34.15,35.51,35.35,6958004400,6958004400,0.06,4.04,9.93,83.58,-10717089.0,23.33,-,-,-,-,2,0.1747742499271774
2366,2,19.18,-2.89,-0.57,67421,130883616.0,4.35,2.84,0.0,0.67,-0.16,002409.SZ,0,雅克科技,19.94,19.08,19.91,19.75,8877530188,4560205997,-0.05,2.07,25.85,39.19,-18193265.0,46.51,-,-,-,-,2,0.04692387904066737
2368,2,10.09,-2.89,-0.3,45595,46616626.0,3.95,2.26,0.0,0.73,-0.2,000014.SZ,0,沙河股份,10.44,10.03,10.4,10.39,2035205337,2035205337,-0.1,2.35,1.1,9.44,-3467971.0,14.63,-,-,-,-,2,0.06541129831516353
2325,2,4.09,-2.85,-0.12,323920,132584238.0,5.23,4.08,0.0,0.87,0.25,300256.SZ,0,星星科技,4.23,4.01,4.19,4.21,3917959860,3247445730,0.25,2.41,11.44,37.71,-6556712.0,-2.19,-,-,-,-,2,0.0
2369,2,12.78,-2.89,-0.38,279626,358346320.0,4.41,2.49,0.0,0.78,0.0,600093.SH,1,易见股份,13.16,12.58,13.16,13.16,14344879050,14344879050,0.08,1.9,0.63,68.6,-38155311.0,16.74,-,-,-,-,2,0.0
2370,2,10.42,-2.89,-0.31,39154,41044449.0,4.29,1.59,0.0,1.34,0.39,300140.SZ,0,中环装备,10.78,10.32,10.78,10.73,4451883022,2572530540,0.19,1.93,-2.53,13.26,-2142757.0,35.52,-,-,-,-,2,0.0
2371,2,6.05,-2.89,-0.18,45203,27540365.0,4.17,3.0,0.0,1.28,0.17,603758.SH,1,秦安股份,6.26,6.0,6.23,6.23,2654722146,912333224,0.33,1.16,-0.33,0.0,1451833.0,-23.45,-,-,-,-,2,0.0
2372,2,6.72,-2.89,-0.2,48879,32995477.0,4.05,1.54,0.0,0.76,0.45,300153.SZ,0,科泰电源,6.92,6.64,6.87,6.92,2150400000,2132574434,0.15,2.38,-10.52,-5.88,-4036632.0,-102.73,-,-,-,-,2,0.0744047619047619
2373,2,8.4,-2.89,-0.25,22736,19285643.0,3.47,2.53,0.0,0.78,-0.36,002774.SZ,0,快意电梯,8.7,8.4,8.64,8.65,2867728080,754789493,-0.36,2.75,-1.87,4.22,-1550283.0,54.74,-,-,-,-,2,0.049999999999999996
2374,2,9.07,-2.89,-0.27,138576,126527618.0,3.43,1.48,0.0,0.9,-0.11,600073.SH,1,上海梅林,9.31,8.99,9.3,9.34,8505206311,8505206311,-0.11,2.16,-6.78,23.4,-16867797.0,25.68,-,-,-,-,2,0.11025358324145534
2375,2,8.73,-2.89,-0.26,65865,57874504.0,3.34,0.65,0.0,0.91,-0.11,000400.SZ,0,许继电气,9.0,8.7,9.0,8.99,8802697408,8801414063,-0.11,1.12,-5.21,-1.24,-6869852.0,36.49,-,-,-,-,2,0.0549828178694158
2376,2,7.05,-2.89,-0.21,33494,23699370.0,3.58,4.43,0.0,1.03,0.43,603389.SH,1,亚振家居,7.24,6.98,7.24,7.26,1852401600,532641600,0.14,2.47,-15.37,-19.24,-2297925.0,-18.76,-,-,-,-,2,0.0
2377,2,8.39,-2.89,-0.25,67622,57117103.0,4.17,1.39,0.0,0.97,0.0,000922.SZ,0,佳电股份,8.66,8.3,8.63,8.64,4110205441,4071691490,0.0,2.03,-14.48,25.04,-7109658.0,12.77,-,-,-,-,2,0.0
2378,2,3.02,-2.89,-0.09,16982,5196787.0,4.18,0.75,0.0,1.19,0.0,002188.SZ,0,*ST巴士,3.11,2.98,3.09,3.11,892795122,684077360,0.33,-1.36,-17.71,-20.73,-206424.0,-1.71,-,-,-,-,2,0.0
2379,2,7.38,-2.89,-0.22,74742,55469962.0,4.34,1.82,0.0,0.45,0.0,600113.SH,1,浙江东日,7.62,7.29,7.61,7.6,3036361961,3036361961,0.0,2.16,-3.66,12.33,-8357948.0,22.88,-,-,-,-,2,0.05420054200542006
2380,2,8.05,-2.9,-0.24,27477,22267911.0,4.34,1.19,0.0,1.28,-0.37,002066.SZ,0,瑞泰科技,8.34,7.98,8.29,8.29,1859550000,1859550000,-0.12,4.27,-9.04,11.03,-1901295.0,91.35,-,-,-,-,2,0.0
2354,2,44.23,-2.88,-1.31,67953,302275184.0,3.75,1.97,0.0,0.65,0.02,300308.SZ,0,中际旭创,45.56,43.85,45.11,45.54,31569931262,15289715133,-0.02,4.88,29.29,52.62,-13020489.0,61.48,-,-,-,-,2,0.02780917929007461
2353,2,15.88,-2.87,-0.47,327464,521594128.0,3.61,1.76,0.0,0.83,-0.06,600487.SH,1,亨通光电,16.32,15.73,16.32,16.35,30230530853,29541967177,-0.06,2.35,-5.53,-6.04,-73646281.0,14.46,-,-,-,-,2,0.09445843828715365
2352,2,13.18,-2.87,-0.39,53180,71041074.0,3.61,1.39,0.0,0.88,0.0,000777.SZ,0,中核科技,13.65,13.16,13.57,13.57,5053443876,5053298342,0.0,3.67,-7.51,32.6,-12408460.0,42.48,-,-,-,-,2,0.06828528072837634
2351,2,7.1,-2.87,-0.21,23722,16995436.0,3.15,0.48,0.0,0.97,0.0,002520.SZ,0,日发精机,7.31,7.08,7.31,7.31,5366616522,3531315491,-0.42,1.95,-5.59,-0.42,-1919663.0,33.75,-,-,-,-,2,0.1409387323943662
2326,2,9.2,-2.85,-0.27,62737,58123084.0,3.59,1.0,0.0,0.81,-0.11,000065.SZ,0,北方国际,9.48,9.14,9.48,9.47,7079449772,5786281184,0.0,1.58,1.32,21.05,-2641080.0,11.65,-,-,-,-,2,0.08695652173913045
2327,2,32.37,-2.85,-0.95,13477,44083685.0,3.78,2.84,0.0,0.94,0.06,300683.SZ,0,海特生物,33.37,32.11,33.17,33.32,3345602645,1535955367,-0.03,1.92,7.54,19.67,-2736604.0,32.33,-,-,-,-,2,0.06178560395427866
2328,2,10.22,-2.85,-0.3,45727,47094365.0,3.99,0.85,0.0,0.93,-0.2,600055.SH,1,万东医疗,10.52,10.1,10.52,10.52,5527141554,5527141554,-0.1,2.86,-3.13,19.11,-1804590.0,35.63,-,-,-,-,2,0.09784735812133072
2329,2,5.79,-2.85,-0.17,76520,44654298.0,3.86,1.88,0.0,0.75,-0.34,002606.SZ,0,大连电瓷,5.99,5.76,5.99,5.96,2359401840,2354190840,0.17,2.66,-5.24,-11.74,-5500755.0,-225.06,-,-,-,-,2,0.0
2330,2,6.13,-2.85,-0.18,159014,98191486.0,3.96,1.95,0.0,0.86,0.16,002425.SZ,0,凯撒文化,6.33,6.08,6.33,6.31,4988253368,4987333868,0.16,1.25,-9.32,5.33,-24391423.0,14.61,-,-,-,-,2,0.09787928221859706
2331,2,15.32,-2.85,-0.45,15181,23434537.0,3.8,3.32,0.0,1.33,0.07,603286.SH,1,日盈电子,15.78,15.18,15.78,15.77,1349324320,700905320,0.13,3.09,-4.13,7.28,-1961700.0,73.29,-,-,-,-,2,0.04960835509138381
2332,2,15.32,-2.85,-0.45,11137,17201027.0,3.36,1.81,0.0,0.9,-0.13,002873.SZ,0,新天药业,15.78,15.25,15.78,15.77,1793910720,942787652,0.07,2.64,-3.04,-5.37,-1475412.0,24.54,-,-,-,-,2,0.03263707571801566
2333,2,33.7,-2.85,-0.99,135523,456568320.0,4.81,2.14,0.0,0.91,-0.35,002439.SZ,0,启明星辰,34.8,33.13,34.8,34.69,30218540182,21374750383,-0.18,8.61,25.14,64.23,-42700335.0,54.02,-,-,-,-,2,0.011869436201780416
2334,2,14.28,-2.86,-0.42,514202,747226432.0,4.35,6.63,0.0,1.22,-0.28,603118.SH,1,共进股份,14.86,14.22,14.56,14.7,11077471981,11077471981,-0.07,2.58,55.73,147.06,-65506286.0,36.15,-,-,-,-,2,0.36414565826330536
2335,2,5.1,-2.86,-0.15,89649,46234664.0,4.19,0.7,0.0,0.84,-0.2,600707.SH,1,彩虹股份,5.29,5.07,5.22,5.25,18300787633,6568628997,-0.2,0.91,-3.23,23.49,-2328746.0,-391.95,-,-,-,-,2,0.0
2336,2,5.1,-2.86,-0.15,244221,125760995.0,2.67,2.24,0.0,0.85,0.2,600531.SH,1,豫光金铅,5.22,5.08,5.22,5.25,5560237433,5560237433,0.2,1.69,-8.6,47.83,-10790822.0,48.27,-,-,-,-,2,0.07450980392156864
2337,2,2.38,-2.86,-0.07,410214,98155605.0,3.27,1.93,0.0,0.89,0.0,002503.SZ,0,搜于特,2.44,2.36,2.44,2.45,7360162842,5052044842,0.0,1.35,-19.05,1.28,-428914.0,59.08,-,-,-,-,2,0.0
2338,2,6.12,-2.86,-0.18,530724,324477968.0,3.65,6.97,0.0,0.76,0.16,002177.SZ,0,御银股份,6.24,6.01,6.23,6.3,4658490719,4658490719,0.16,2.84,-4.67,92.45,-51282650.0,-114.45,-,-,-,-,2,0.0
2339,2,9.85,-2.86,-0.29,57632,57063563.0,3.25,2.35,0.0,0.97,0.0,300103.SZ,0,达刚路机,10.08,9.75,10.07,10.14,3128369850,2415673593,-0.1,3.36,-8.96,31.16,-7754743.0,195.25,-,-,-,-,2,0.0
2340,2,8.83,-2.86,-0.26,56351,50065051.0,3.74,1.18,0.0,1.28,0.0,600449.SH,1,宁夏建材,9.1,8.76,9.1,9.09,4222338601,4222338601,0.0,0.83,4.0,24.89,-3890825.0,7.58,-,-,-,-,2,0.33975084937712347
2341,2,6.45,-2.86,-0.19,349627,227555571.0,3.16,1.45,0.0,0.99,0.16,600879.SH,1,航天电子,6.63,6.42,6.63,6.64,17539299782,15565994922,0.0,1.45,2.54,19.22,-16443930.0,37.5,-,-,-,-,2,0.0
2342,2,5.09,-2.86,-0.15,47432,24325129.0,3.63,0.74,0.0,0.5,0.0,000615.SZ,0,京汉股份,5.25,5.06,5.25,5.24,3981946076,3276304513,0.0,2.16,-8.78,-4.14,-2665737.0,24.99,-,-,-,-,2,0.0
2343,2,9.84,-2.86,-0.29,53710,53349180.0,3.16,1.05,0.0,0.96,-0.1,002022.SZ,0,科华生物,10.14,9.82,10.08,10.13,5069806059,5047640475,-0.2,2.23,-3.81,5.58,-7429231.0,24.19,-,-,-,-,2,0.06605691056910569
2344,2,14.59,-2.86,-0.43,15246,22324859.0,3.66,0.94,0.0,1.36,0.14,002811.SZ,0,亚泰国际,14.98,14.43,14.87,15.02,2626200000,2368643649,0.07,1.92,-4.7,-18.03,-1140415.0,21.52,-,-,-,-,2,0.13708019191226867
2345,2,6.77,-2.87,-0.2,58336,39811477.0,4.02,0.57,0.0,1.06,-0.29,600335.SH,1,国机汽车,6.98,6.7,6.95,6.97,9863046126,6971318386,-0.15,0.99,-5.58,11.17,-2911719.0,17.55,-,-,-,-,2,0.22156573116691286
2346,2,6.77,-2.87,-0.2,21394,14611255.0,3.01,0.42,0.0,0.78,0.0,002644.SZ,0,佛慈制药,6.96,6.75,6.91,6.97,3457147890,3457147890,0.0,2.34,-4.92,-13.21,493719.0,45.25,-,-,-,-,2,0.019202363367799114
2347,2,14.55,-2.87,-0.43,107324,156535504.0,4.67,4.88,0.0,0.76,-0.07,603803.SH,1,瑞斯康达,15.02,14.32,14.88,14.98,6126358354,3197967082,-0.14,2.47,12.62,45.35,-13320877.0,45.53,-,-,-,-,2,0.08247422680412371
2348,2,19.96,-2.87,-0.59,30826,62075178.0,3.41,2.54,0.0,0.59,-0.1,603886.SH,1,元祖股份,20.61,19.91,20.55,20.55,4790400000,2419331640,-0.1,3.76,-22.61,18.53,-5345714.0,19.08,-,-,-,-,2,0.3306613226452905
2349,2,3.72,-2.87,-0.11,1031811,387822288.0,2.61,0.58,0.0,0.74,-0.27,603993.SH,1,洛阳钼业,3.82,3.72,3.81,3.83,80349174969,65716674009,-0.27,2.04,-8.15,1.92,-34177673.0,34.62,-,-,-,-,2,0.2956989247311828
2350,2,3.72,-2.87,-0.11,66293,24840774.0,3.39,1.42,0.0,0.92,0.0,002593.SZ,0,日上集团,3.83,3.7,3.83,3.83,2608129200,1737693394,0.27,1.39,-9.27,24.41,-2164122.0,31.54,-,-,-,-,2,0.13521854838709677
2265,2,16.64,-2.8,-0.48,20538,34468254.0,4.21,5.39,0.0,1.13,-0.12,002865.SZ,0,钧达股份,17.24,16.52,17.12,17.12,2011733335,634007895,0.06,2.56,-9.81,-12.28,-2320989.0,-71.01,-,-,-,-,2,0.09014423076923077
2263,2,9.02,-2.8,-0.26,1115840,999324512.0,4.53,5.61,0.0,0.51,0.56,601519.SH,1,大智慧,9.18,8.76,9.12,9.28,17929054000,17929054000,0.0,13.13,18.84,170.06,-57322219.0,304.78,-,-,-,-,2,0.0
2146,2,6.13,-2.7,-0.17,25927,16010925.0,3.33,1.09,0.0,1.63,0.0,600561.SH,1,江西长运,6.31,6.1,6.31,6.3,1453202320,1453202320,0.16,1.02,-7.96,13.31,-282848.0,220.86,-,-,-,-,2,0.052202283849918436
2189,2,5.69,-2.74,-0.16,30687,17620572.0,3.25,0.35,0.0,1.09,0.18,600429.SH,1,三元股份,5.85,5.66,5.85,5.85,8521101754,5035650000,-0.18,1.68,-3.07,4.4,-1117724.0,35.59,-,-,-,-,2,0.06502636203866431
2177,2,39.3,-2.72,-1.1,12852,51220776.0,4.38,2.72,0.0,0.55,-0.15,300723.SZ,0,一品红,40.9,39.13,40.22,40.4,6334491900,1860199987,-0.05,4.79,1.63,48.36,-4048459.0,27.07,-,-,-,-,2,0.050890585241730284
2178,2,2.5,-2.72,-0.07,107855,27146382.0,2.72,0.42,0.0,1.0,-0.4,600169.SH,1,太原重工,2.56,2.49,2.56,2.57,6409887500,6409887500,0.0,1.53,-8.09,12.11,-4199508.0,127.04,-,-,-,-,2,0.0
2179,2,6.78,-2.73,-0.19,20576,14047331.0,4.88,1.25,0.0,0.93,0.0,300141.SZ,0,和顺电气,7.04,6.7,7.04,6.97,1732016088,1113273756,0.15,2.43,-8.5,-0.59,-819011.0,221.95,-,-,-,-,2,0.022127286135693213
2180,2,8.92,-2.73,-0.25,76374,68558775.0,4.03,2.03,0.0,0.82,0.45,300096.SZ,0,易联众,9.17,8.8,9.17,9.17,3835600000,3358576945,0.22,5.29,-8.89,7.99,-5040592.0,197.3,-,-,-,-,2,0.005605381165919283
2181,2,16.05,-2.73,-0.45,19141,30976816.0,4.67,4.0,0.0,1.2,-0.56,603380.SH,1,易德龙,16.49,15.72,16.45,16.5,2568000000,768711540,-0.43,3.3,5.31,5.73,-341774.0,25.81,-,-,-,-,2,0.1370716510903427
2182,2,3.21,-2.73,-0.09,294982,95298951.0,3.64,1.76,0.0,0.95,0.0,600300.SH,1,维维股份,3.3,3.18,3.29,3.3,5367120000,5367120000,0.31,1.98,-9.07,13.83,-14765589.0,89.8,-,-,-,-,2,0.0
2183,2,18.52,-2.73,-0.52,405997,759727696.0,2.84,0.54,0.0,0.83,-0.22,601211.SH,1,国泰君安,19.04,18.5,19.03,19.04,164975197997,139198558624,-0.16,1.43,3.06,23.06,-110069604.0,21.37,-,-,-,-,2,0.148488120950324
2184,2,7.12,-2.73,-0.2,32331,23237378.0,3.28,0.73,0.0,1.2,-0.28,600382.SH,1,广东明珠,7.35,7.11,7.3,7.32,4320929815,3163206530,-0.14,0.76,-10.21,20.88,-57147.0,10.27,-,-,-,-,2,0.08426966292134831
2185,2,5.34,-2.73,-0.15,63456,34113247.0,3.83,1.15,0.0,0.9,-0.37,002125.SZ,0,湘潭电化,5.51,5.3,5.51,5.49,2952806272,2952806272,-0.19,2.49,-12.17,29.3,-2056890.0,32.04,-,-,-,-,2,0.11235955056179775
2186,2,10.68,-2.73,-0.3,223010,242204473.0,4.37,1.57,0.0,1.02,-0.37,000878.SZ,0,云南铜业,11.12,10.64,10.93,10.98,18152567021,15127066090,0.0,2.24,-2.29,34.68,-30957396.0,76.09,-,-,-,-,2,0.0
2187,2,29.9,-2.73,-0.84,72482,216312340.0,3.74,8.58,0.0,0.69,-0.07,603220.SH,1,中贝通信,30.5,29.35,30.44,30.74,10099024000,2524756000,0.0,6.71,4.29,38.88,-19153138.0,65.95,-,-,-,-,2,0.05016722408026756
2188,2,11.38,-2.74,-0.32,17302,19848095.0,4.62,2.23,0.0,1.06,0.71,603081.SH,1,大丰实业,11.81,11.27,11.71,11.7,4572484000,884524725,0.0,2.56,-11.51,-1.13,-332263.0,18.5,-,-,-,-,2,0.10544815465729349
2190,2,5.69,-2.74,-0.16,29189,16652660.0,4.79,0.7,0.0,0.96,-0.18,300289.SZ,0,利德曼,5.86,5.58,5.81,5.85,2395785795,2371883954,0.0,1.82,-14.05,-13.66,-1355305.0,232.8,-,-,-,-,2,0.0
2175,2,5.36,-2.72,-0.15,161619,87506523.0,2.72,0.79,0.0,1.04,-0.19,600409.SH,1,三友化工,5.51,5.36,5.51,5.51,11064913041,10920048177,0.0,1.01,-7.11,-2.37,-1935239.0,13.87,-,-,-,-,2,0.43097014925373134
2191,2,3.2,-2.74,-0.09,83955,27177240.0,2.74,0.91,0.0,0.74,-0.31,002325.SZ,0,洪涛股份,3.29,3.2,3.28,3.29,3998206211,2945469350,-0.62,1.26,-1.23,10.34,438805.0,-8.84,-,-,-,-,2,0.03125
2192,2,8.17,-2.74,-0.23,53567,43694594.0,3.69,4.07,0.0,1.54,0.0,603725.SH,1,天安新材,8.33,8.02,8.33,8.4,1677725840,1074866883,0.0,2.1,4.21,3.55,31934.0,82.99,-,-,-,-,2,0.14687882496940025
2193,2,13.85,-2.74,-0.39,39315,55336502.0,4.85,2.83,0.0,0.98,0.0,000023.SZ,0,深天地Ａ,14.37,13.68,14.26,14.24,1921773924,1921773924,-0.14,4.31,4.77,9.49,-4329117.0,33.98,-,-,-,-,2,0.04332129963898917
2194,2,2.13,-2.74,-0.06,101801,21848580.0,3.65,0.85,0.0,1.27,0.47,600527.SH,1,江南高纤,2.2,2.12,2.2,2.19,3073875601,2562675601,0.47,1.33,-6.17,12.11,-4596648.0,36.37,-,-,-,-,2,0.4694835680751174
2195,2,7.1,-2.74,-0.2,206868,148147660.0,2.88,0.95,0.0,0.69,-0.14,300070.SZ,0,碧水源,7.29,7.08,7.27,7.3,22468635817,15486562053,0.0,1.19,-11.14,-8.51,-13543887.0,24.82,-,-,-,-,2,0.054929577464788736
2196,2,4.26,-2.74,-0.12,32265,13870575.0,3.42,0.36,0.0,0.9,-0.23,002540.SZ,0,亚太科技,4.4,4.25,4.4,4.38,5412455670,3812413996,-0.23,1.17,-12.53,-0.93,-433009.0,16.12,-,-,-,-,2,1.1274577464788733
2197,2,4.97,-2.74,-0.14,138866,69058853.0,3.91,1.57,0.0,1.14,-0.2,000607.SZ,0,华媒控股,5.1,4.9,5.03,5.11,5057961098,4397658249,-0.2,2.98,3.97,23.02,-2946077.0,44.2,-,-,-,-,2,0.022132796780684107
2198,2,14.55,-2.74,-0.41,156978,231002293.0,3.54,0.71,0.0,0.88,-0.21,600066.SH,1,宇通客车,14.99,14.46,14.96,14.96,32212815695,32212815695,0.0,2.11,10.14,28.19,-5096899.0,13.6,-,-,-,-,2,0.3436426116838488
2199,2,120.6,-2.74,-3.4,43401,523454912.0,4.84,12.52,0.0,0.88,0.17,603068.SH,1,博通集成,124.3,118.3,124.12,124.0,16728852200,4182213110,0.12,16.13,124.62,547.34,-35369751.0,132.62,-,-,-,-,2,0.01658374792703151
2200,2,13.12,-2.74,-0.37,121158,159918015.0,3.71,2.06,0.0,0.74,-0.15,002020.SZ,0,京新药业,13.5,13.0,13.5,13.49,9510320640,7721038695,-0.15,2.66,17.14,58.07,-25703068.0,19.7,-,-,-,-,2,0.22865853658536586
2201,2,21.27,-2.74,-0.6,24150,51804109.0,4.34,1.2,0.0,0.71,-0.09,300634.SZ,0,彩讯股份,21.92,20.97,21.73,21.87,8508212700,4272823950,0.0,6.75,-6.91,-10.59,-3475884.0,53.18,-,-,-,-,2,0.03761165961448049
2202,2,7.09,-2.74,-0.2,239800,170855790.0,2.74,5.11,0.0,0.76,0.0,300420.SZ,0,五洋停车,7.25,7.05,7.25,7.29,5073820167,3326597804,0.0,3.22,27.75,43.52,-12993011.0,32.32,-,-,-,-,2,0.05218617771509168
2176,2,3.93,-2.72,-0.11,108723,43132165.0,2.48,0.2,0.0,1.3,-0.25,600415.SH,1,小商品城,4.02,3.92,4.02,4.04,21391831712,21391831712,0.0,1.75,-6.21,14.58,-7867102.0,39.44,-,-,-,-,2,0.15267175572519082
2174,2,5.01,-2.72,-0.14,48640,24562274.0,3.3,1.05,0.0,0.92,0.2,600178.SH,1,东安动力,5.15,4.98,5.12,5.15,2315020800,2315020800,0.0,1.24,-7.22,19.29,-3598382.0,-197.86,-,-,-,-,2,0.0
2262,2,9.37,-2.8,-0.27,264752,247224338.0,3.53,1.4,0.0,1.57,-0.11,002127.SZ,0,南极电商,9.52,9.18,9.5,9.64,23002135676,17767655676,0.0,5.7,-8.59,24.6,-27984514.0,23.45,-,-,-,-,2,0.0
2159,2,6.47,-2.71,-0.18,35507,23149167.0,3.61,1.06,0.0,1.3,0.0,002743.SZ,0,富煌钢构,6.68,6.44,6.67,6.65,2176028444,2157734519,0.0,1.05,3.19,11.94,-190987.0,22.98,-,-,-,-,2,0.07727975270479134
2147,2,13.7,-2.7,-0.38,50020,68922371.0,4.19,1.9,0.0,0.93,0.15,300209.SZ,0,天泽信息,14.18,13.59,14.06,14.08,5838524616,3613519782,0.0,1.46,7.28,26.85,-3799499.0,71.07,-,-,-,-,2,0.009884598540145987
2148,2,7.21,-2.7,-0.2,83611,60872021.0,3.1,0.32,0.0,0.97,-0.28,601611.SH,1,中国核建,7.43,7.2,7.42,7.41,18926250000,18926250000,-0.14,2.12,-10.1,11.44,-3993494.0,17.99,-,-,-,-,2,0.07766990291262137
2149,2,23.79,-2.7,-0.66,38458,91383171.0,4.34,3.2,0.0,0.82,-0.08,300543.SZ,0,朗科智能,24.44,23.38,24.43,24.45,2854800000,2854800000,-0.04,4.1,15.82,41.1,-8159109.0,42.27,-,-,-,-,2,0.031525851197982346
2150,2,48.65,-2.7,-1.35,50026,246556571.0,3.76,3.56,0.0,0.7,-0.06,603228.SH,1,景旺电子,50.29,48.41,49.73,50.0,29305378827,6835072652,-0.04,5.88,29.15,38.33,-17477263.0,34.97,-,-,-,-,2,0.15416238437821173
