,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,最新公告日期
1251,沪市,600409,三友化工,0.0,-,-,2.75,0.0269343780607248,2018-04-12T00:00:00,-6.6667,-10.2023,2018-06-05T00:00:00,2018-06-06T00:00:00,-13.6033,465.0,2064349448.0,0.9651,4.84937189,1.717191,1.966547,147.6309,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.75元(含税,扣税后2.475元)",2018-05-31T00:00:00
1252,沪市,600933,爱柯迪,0.0,-,-,2.3,0.0171513795674869,2018-04-12T00:00:00,-9.7931,-5.4302,2018-06-07T00:00:00,2018-06-08T00:00:00,-13.0568,463.0,845440000.0,0.65,4.17126765,2.070064,0.944117,-3.6118,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.30元(含税,扣税后2.07元)",2018-06-04T00:00:00
1253,中小板,002358,森源电气,0.0,-,-,1.4,0.00856269113149847,2018-04-12T00:00:00,-7.7212,-5.818,2018-06-12T00:00:00,2018-06-13T00:00:00,-11.6739,458.0,929756977.0,0.48,5.25953652,2.571055,1.475446,35.1429,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.40元(含税,扣税后1.26元)",2018-06-07T00:00:00
1254,中小板,002727,一心堂,0.0,-,-,3.0,0.009375,2018-04-12T00:00:00,6.9205,-2.1407,2018-06-13T00:00:00,2018-06-14T00:00:00,1.9048,457.0,567769811.0,0.812,6.50604977,2.48289,2.750617,19.6213,2017-12-31T00:00:00,2018-04-25T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2018-06-06T00:00:00
1255,沪市,600468,百利电气,0.0,-,-,0.33,0.00510835913312694,2018-04-12T00:00:00,8.9983,5.9016,2018-06-13T00:00:00,2018-06-14T00:00:00,-7.4355,457.0,811113518.0,0.0815,2.23189523,0.928877,0.262747,24.195,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.33元(含税,扣税后0.297元)",2018-06-08T00:00:00
1256,中小板,002635,安洁科技,0.0,-,-,1.0,0.00507872016251905,2018-04-12T00:00:00,-15.5831,13.2911,2018-06-14T00:00:00,2018-06-15T00:00:00,-5.5356,456.0,738899681.0,0.61,9.00175592,6.376077,1.484324,1.1291,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-08T00:00:00
1257,沪市,600479,千金药业,2.0,-,2.0,3.0,0.0200534759358289,2018-04-12T00:00:00,-5.8894,1.7687,2018-06-14T00:00:00,2018-06-15T00:00:00,-16.8595,456.0,348755931.0,0.5957,5.38315531,1.876366,1.990608,39.0351,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转2.00派3.00元(含税,扣税后2.70元)",2018-06-08T00:00:00
1258,创业板,300541,先进数通,4.951843,-,4.951843,0.990368,0.00417172704296546,2018-04-12T00:00:00,-12.1612,0.423,2018-06-15T00:00:00,2018-06-19T00:00:00,-4.0759,452.0,121167000.0,0.36,6.13980181,2.96056,1.952319,-27.8579,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转4.951843派0.990368元(含税,扣税后0.891331元)",2018-06-11T00:00:00
1259,深主板,000736,中交地产,5.0,5.0,-,5.2,0.0293785310734463,2018-04-12T00:00:00,-4.8806,-3.5948,2018-06-21T00:00:00,2018-06-22T00:00:00,-4.8458,449.0,297193885.0,2.08,7.05093304,1.56771,4.162682,432.4968,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10送5.00派5.20元(含税,扣税后4.18元)",2018-06-14T00:00:00
1260,中小板,002840,华统股份,5.0,-,5.0,1.27,0.00246267209617995,2018-04-12T00:00:00,5.8824,-10.3598,2018-06-25T00:00:00,2018-06-26T00:00:00,-60.5115,445.0,178666700.0,0.68,6.55046464,2.914026,2.4346,28.4959,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转5.00派1.27元(含税,扣税后1.143元)",2018-06-16T00:00:00
1261,沪市,600505,西昌电力,0.0,-,-,0.35,0.00757575757575758,2018-04-12T00:00:00,-7.496,-13.9665,2018-06-25T00:00:00,2018-06-26T00:00:00,7.1584,445.0,364567500.0,0.1131,2.91402953,0.208984,1.368698,-26.4157,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.35元(含税,扣税后0.315元)",2018-06-20T00:00:00
1262,沪市,603330,上海天洋,3.0,-,3.0,2.58,0.00918149466192171,2018-04-12T00:00:00,-8.3433,-14.2247,2018-06-25T00:00:00,2018-06-26T00:00:00,-5.2266,445.0,60000000.0,0.53,10.09830268,6.5112,2.263354,-43.3309,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转3.00派2.58元(含税,扣税后2.322元)",2018-06-19T00:00:00
1263,沪市,600796,钱江生化,0.0,-,-,0.3,0.00490998363338789,2018-04-12T00:00:00,-8.5973,-7.0015,2018-06-26T00:00:00,2018-06-27T00:00:00,-7.7303,444.0,301402144.0,0.14,2.09563692,0.124687,0.696435,24.9118,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-21T00:00:00
1264,中小板,002905,金逸影视,6.0,-,6.0,6.0,0.0180995475113122,2018-04-12T00:00:00,-11.9107,-14.9564,2018-06-26T00:00:00,2018-06-27T00:00:00,-21.2346,444.0,168000000.0,1.59,11.22491479,4.676097,5.048818,8.2128,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转6.00派6.00元(含税,扣税后5.40元)",2018-06-21T00:00:00
1265,深主板,000021,深科技,0.0,-,-,0.5,0.0075187969924812,2018-04-12T00:00:00,9.6,-15.3944,2018-06-27T00:00:00,2018-06-28T00:00:00,-0.3035,443.0,1471259363.0,0.3679,3.98073426,0.460988,1.520079,152.4457,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-21T00:00:00
1266,沪市,603008,喜临门,0.0,-,-,0.5,0.0026123301985371,2018-04-12T00:00:00,-1.6456,-14.7059,2018-06-27T00:00:00,2018-06-28T00:00:00,-17.3037,443.0,394857787.0,0.74,6.85781574,3.631105,2.258181,39.1784,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-22T00:00:00
1267,深主板,000598,兴蓉环境,0.0,-,-,0.78,0.0193069306930693,2018-04-12T00:00:00,-2.6694,-10.6195,2018-06-28T00:00:00,2018-06-29T00:00:00,9.3596,442.0,2986218602.0,0.3,3.24290093,0.59606,1.547718,2.463,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.78元(含税,扣税后0.702元)",2018-06-21T00:00:00
1268,沪市,601668,中国建筑,4.0,-,4.0,2.15,0.0278137128072445,2018-04-12T00:00:00,-2.6775,-5.1534,2018-06-28T00:00:00,2018-06-29T00:00:00,6.2271,442.0,29989410325.0,1.07,6.59277797,0.829443,4.603402,10.2835,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转4.00派2.15元(含税,扣税后1.935元)",2018-06-25T00:00:00
1269,沪市,600388,龙净环保,0.0,-,-,2.1,0.0163551401869159,2018-04-12T00:00:00,-1.1847,-6.4822,2018-06-28T00:00:00,2018-06-29T00:00:00,-2.5039,442.0,1069050000.0,0.68,4.23282415,0.438546,2.495572,9.1006,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.10元(含税,扣税后1.89元)",2018-06-23T00:00:00
1270,沪市,603131,上海沪工,0.0,-,-,1.1,0.00729442970822281,2018-04-12T00:00:00,-5.3589,-11.7613,2018-06-28T00:00:00,2018-06-29T00:00:00,-1.7624,442.0,200000000.0,0.34,3.26525496,0.858308,1.224047,-1.1822,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.10元(含税,扣税后0.99元)",2018-06-21T00:00:00
1271,沪市,600054,黄山旅游,0.0,-,-,2.4,0.0206008583690987,2018-04-12T00:00:00,-2.7195,-6.6506,2018-06-29T00:00:00,2018-07-02T00:00:00,2.8046,439.0,747300000.0,0.55,5.53857993,0.672205,2.773189,17.5954,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.40元(含税,扣税后2.16元)",2018-06-26T00:00:00
1272,中小板,002653,海思科,0.0,-,-,2.8,0.0233333333333333,2018-04-12T00:00:00,1.8474,-8.3969,2018-06-29T00:00:00,2018-07-02T00:00:00,20.177,439.0,1080270000.0,0.22,1.83808748,0.020847,0.69999,-46.3495,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.80元(含税,扣税后2.52元)",2018-06-23T00:00:00
1273,沪市,600312,平高电气,0.0,-,-,1.4,0.0250447227191413,2018-04-12T00:00:00,-13.3867,-10.56,2018-07-02T00:00:00,2018-07-03T00:00:00,-4.3956,438.0,1356921309.0,0.4647,6.52450137,3.612503,1.553519,-48.3139,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.40元(含税,扣税后1.26元)",2018-06-26T00:00:00
1274,沪市,600909,华安证券,0.0,-,-,0.6,0.0107142857142857,2018-04-12T00:00:00,-5.4208,-9.8229,2018-07-02T00:00:00,2018-07-03T00:00:00,-6.2612,438.0,3621000000.0,0.18,3.38662651,1.411349,0.545624,7.9256,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-06-26T00:00:00
1275,深主板,000617,中油资本,0.0,-,-,2.28,0.0208600182982617,2018-04-12T00:00:00,-9.0845,-5.4498,2018-07-02T00:00:00,2018-07-03T00:00:00,0.647,438.0,9030056485.0,0.76,7.91766442,4.292557,1.496545,23.6137,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.28元(含税,扣税后2.052元)",2018-06-26T00:00:00
1276,中小板,002371,北方华创,0.0,-,-,0.28,0.000562587904360056,2018-04-12T00:00:00,23.91,5.4226,2018-07-02T00:00:00,2018-07-03T00:00:00,1.0189,438.0,458004372.0,0.2743,7.22195162,4.122634,1.949948,35.2079,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.28元(含税,扣税后0.252元)",2018-06-26T00:00:00
1277,创业板,300662,科锐国际,0.0,-,-,0.83,0.00388576779026217,2018-04-12T00:00:00,5.3038,-1.7479,2018-07-03T00:00:00,2018-07-04T00:00:00,10.9109,437.0,180000000.0,0.47,3.47126805,1.256124,1.147237,20.78,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.83元(含税,扣税后0.747元)",2018-06-27T00:00:00
1278,深主板,000859,国风塑业,0.0,-,-,0.1,0.00334448160535117,2018-04-12T00:00:00,-7.7957,8.7273,2018-07-03T00:00:00,2018-07-04T00:00:00,10.6529,437.0,739449730.0,0.08,1.98772156,0.797434,0.104654,228.079,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-06-28T00:00:00
1279,沪市,600079,人福医药,0.0,-,-,1.6,0.0128617363344051,2018-04-12T00:00:00,-5.5303,-0.48,2018-07-04T00:00:00,2018-07-05T00:00:00,5.1871,436.0,1353704302.0,1.53,8.51728562,3.649968,3.61532,148.5237,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.60元(含税,扣税后1.44元)",2018-06-27T00:00:00
1280,中小板,002205,国统股份,0.0,-,-,0.42,0.00368098159509202,2018-04-12T00:00:00,-8.9944,0.7061,2018-07-05T00:00:00,2018-07-06T00:00:00,12.7678,435.0,116152018.0,0.1369,8.02062646,4.497339,2.220442,19.3148,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.42元(含税,扣税后0.378元)",2018-06-30T00:00:00
1281,沪市,600697,欧亚集团,0.0,-,-,3.7,0.0181997048696508,2018-04-12T00:00:00,-4.3144,-8.4234,2018-07-05T00:00:00,2018-07-06T00:00:00,4.8718,435.0,159088075.0,1.92,14.69597876,1.873428,11.279977,-6.7534,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派3.70元(含税,扣税后3.33元)",2018-07-02T00:00:00
1282,深主板,000538,云南白药,0.0,-,-,15.0,0.0148353278607457,2018-04-12T00:00:00,-2.657,-3.8604,2018-07-05T00:00:00,2018-07-06T00:00:00,-15.2761,435.0,1041399718.0,3.02,17.32045819,1.197634,14.219828,7.7094,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派15.00元(含税,扣税后13.50元)",2018-06-28T00:00:00
1283,沪市,603499,翔港科技,0.0,-,-,2.0,0.00725426187885383,2018-04-12T00:00:00,-12.1254,-2.4761,2018-07-05T00:00:00,2018-07-06T00:00:00,-18.109,435.0,101320400.0,0.5789,5.06427889,2.877139,1.068212,1.2382,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-06-29T00:00:00
1284,沪市,600677,航天通信,0.0,-,-,0.7,0.00886075949367088,2018-04-12T00:00:00,8.901,9.2669,2018-07-05T00:00:00,2018-07-06T00:00:00,-7.0807,435.0,521791700.0,0.19,6.24892482,4.070347,1.147876,34.1851,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.70元(含税,扣税后0.63元)",2018-06-29T00:00:00
1285,沪市,600325,华发股份,0.0,-,-,3.0,0.0462249614791988,2018-04-12T00:00:00,1.061,-15.6047,2018-07-06T00:00:00,2018-07-09T00:00:00,2.3622,432.0,2118313116.0,0.77,5.60950307,1.484289,2.810455,59.1128,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2018-07-03T00:00:00
1286,创业板,300308,中际旭创,0.0,-,-,0.38,0.000669014084507042,2018-04-12T00:00:00,-15.8903,-7.2804,2018-07-10T00:00:00,2018-07-11T00:00:00,-7.7721,430.0,473857056.0,0.5,8.45372721,7.502332,0.532413,1506.3587,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.38元(含税,扣税后0.342元)",2018-07-03T00:00:00
1287,创业板,300225,金力泰,0.0,-,-,0.4,0.00701754385964912,2018-04-12T00:00:00,-48.6758,-9.2357,2018-07-11T00:00:00,2018-07-12T00:00:00,-24.0771,429.0,470340000.0,0.101,1.89391498,0.05346,0.666284,-32.5769,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2018-07-05T00:00:00
1288,沪市,603869,新智认知,0.0,-,-,2.5,0.0139508928571429,2018-04-12T00:00:00,-6.2129,12.0,2018-07-19T00:00:00,2018-07-20T00:00:00,-1.2387,421.0,348806268.0,0.77,10.50981807,7.757929,1.580177,58.4368,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派2.50元(含税,扣税后2.25元)",2018-07-13T00:00:00
1289,沪市,600864,哈投股份,0.0,-,-,1.0,0.0224719101123596,2018-04-12T00:00:00,-8.1699,-1.766,2018-08-10T00:00:00,2018-08-13T00:00:00,-1.8605,397.0,2108513762.0,0.17,6.38313208,3.554772,0.978854,4.5651,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-08-07T00:00:00
1290,中小板,002509,天广中茂,0.0,-,-,0.15,0.00539568345323741,2018-04-12T00:00:00,-2.2964,0.0,2018-08-13T00:00:00,2018-08-14T00:00:00,-6.0932,396.0,2492492696.0,0.24,2.02677666,0.491353,0.507241,46.4352,2017-12-31T00:00:00,2018-04-24T00:00:00,实施分配,"10派0.15元(含税,扣税后0.135元)",2018-08-09T00:00:00
1291,中小板,002690,美亚光电,0.0,-,-,5.0,0.0235404896421846,2018-04-11T00:00:00,-0.3945,9.147,2018-05-15T00:00:00,2018-05-16T00:00:00,11.3272,486.0,676000000.0,0.5394,3.24902147,0.586886,1.144482,17.8874,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派5.00元(含税,扣税后4.50元)",2018-05-09T00:00:00
1292,沪市,603868,飞科电器,0.0,-,-,15.0,0.0267713724790291,2018-04-11T00:00:00,-1.8939,10.1652,2018-05-16T00:00:00,2018-05-17T00:00:00,-6.945,485.0,435600000.0,1.92,5.53304626,1.579534,2.453512,36.2207,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派15.00元(含税,扣税后13.50元)",2018-05-11T00:00:00
1293,中小板,002361,神剑股份,0.0,-,-,0.5,0.0106382978723404,2018-04-11T00:00:00,-4.8096,1.9523,2018-05-18T00:00:00,2018-05-21T00:00:00,-12.2363,481.0,862595596.0,0.14,2.23818157,0.562186,0.594754,-26.3319,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-05-15T00:00:00
1294,沪市,601003,柳钢股份,0.0,-,-,5.0,0.0683994528043776,2018-04-11T00:00:00,13.6432,-0.9485,2018-05-21T00:00:00,2018-05-22T00:00:00,14.1337,480.0,2562793200.0,1.0325,2.80912168,0.081332,1.24466,1247.0792,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派5.00元(含税,扣税后4.50元)",2018-05-15T00:00:00
1295,中小板,002376,新北洋,0.0,-,-,2.0,0.0108459869848156,2018-04-11T00:00:00,3.769,-4.3072,2018-05-22T00:00:00,2018-05-23T00:00:00,-14.4035,479.0,665712402.0,0.45,4.07967856,1.035519,1.673944,26.1111,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-05-17T00:00:00
1296,深主板,000070,特发信息,0.0,-,-,0.36,0.0038135593220339,2018-04-11T00:00:00,0.9326,1.0707,2018-05-23T00:00:00,2018-05-24T00:00:00,-19.2349,478.0,626994746.0,0.4236,3.16043019,1.178394,0.897401,35.6708,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.36元(含税,扣税后0.324元)",2018-05-18T00:00:00
1297,沪市,603997,继峰股份,0.0,-,-,2.8,0.023728813559322,2018-04-11T00:00:00,-2.8022,-0.5059,2018-05-23T00:00:00,2018-05-24T00:00:00,-25.0674,478.0,637719200.0,0.46,2.735081,0.310978,1.22023,17.274,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派2.80元(含税,扣税后2.52元)",2018-05-18T00:00:00
1298,沪市,600069,银鸽投资,3.0,-,3.0,-,-,2018-04-11T00:00:00,1.2129,-8.9049,2018-05-25T00:00:00,2018-05-28T00:00:00,-29.7578,474.0,1249102957.0,0.04,1.68885979,1.499327,-0.869414,113.919,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,10转3.00,2018-05-22T00:00:00
1299,创业板,300673,佩蒂股份,5.0,-,5.0,5.0,0.006918500069185,2018-04-11T00:00:00,16.0229,14.6961,2018-05-25T00:00:00,2018-05-28T00:00:00,1.5954,474.0,80000000.0,1.56,10.62759843,7.299978,2.108217,32.8445,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10转5.00派5.00元(含税,扣税后4.50元)",2018-05-21T00:00:00
1300,沪市,603387,基蛋生物,4.0,-,4.0,4.5,0.00548045305078553,2018-04-11T00:00:00,19.5621,0.588,2018-05-31T00:00:00,2018-06-01T00:00:00,4.5446,470.0,132889175.0,1.72,8.66267337,5.274825,2.045399,40.2087,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10转4.00派4.50元(含税,扣税后4.05元)",2018-05-25T00:00:00
1301,创业板,300572,安车检测,8.0,-,8.0,2.5,0.00271591526344378,2018-04-11T00:00:00,-7.3556,5.5619,2018-05-31T00:00:00,2018-06-01T00:00:00,-0.7212,470.0,67254000.0,1.1857,8.3139914,4.1746,2.883273,61.2112,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10转8.00派2.50元(含税,扣税后2.25元)",2018-05-25T00:00:00
1302,沪市,600743,华远地产,0.0,-,-,1.0,0.0332225913621262,2018-04-11T00:00:00,-5.8309,-2.2727,2018-06-04T00:00:00,2018-06-05T00:00:00,-14.3357,466.0,2346100874.0,0.35,3.12071898,0.543692,1.4463,10.4712,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-05-28T00:00:00
1303,沪市,603365,水星家纺,0.0,-,-,5.0,0.0176991150442478,2018-04-11T00:00:00,7.0584,11.1767,2018-06-08T00:00:00,2018-06-11T00:00:00,-10.7156,460.0,266670000.0,1.25,7.63352561,3.372817,2.913548,30.1707,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派5.00元(含税,扣税后4.50元)",2018-06-04T00:00:00
1304,沪市,603229,奥翔药业,0.0,-,-,0.7,0.00404858299595142,2018-04-11T00:00:00,-17.4791,-8.9041,2018-06-12T00:00:00,2018-06-13T00:00:00,-7.6603,458.0,160000000.0,0.37,3.53084171,1.429052,0.984847,-7.5296,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.70元(含税,扣税后0.63元)",2018-06-06T00:00:00
1305,中小板,002128,露天煤业,0.0,-,-,3.0,0.0307692307692308,2018-04-11T00:00:00,-0.973,6.9079,2018-06-14T00:00:00,2018-06-15T00:00:00,-10.9489,456.0,1634378473.0,1.07,6.60712601,0.76556,4.24278,112.951,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2018-06-08T00:00:00
1306,沪市,600162,香江控股,0.0,-,-,1.6,0.0540540540540541,2018-04-11T00:00:00,-1.9169,0.0,2018-06-14T00:00:00,2018-06-15T00:00:00,-12.0,456.0,3400671424.0,0.2441,2.24080242,0.702552,0.504732,18.2974,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派1.60元(含税,扣税后1.44元)",2018-06-08T00:00:00
1307,深主板,000780,平庄能源,0.0,-,-,2.0,0.0480769230769231,2018-04-11T00:00:00,-5.814,-0.2398,2018-06-20T00:00:00,2018-06-21T00:00:00,-12.3426,450.0,1014306324.0,0.48,4.54198113,1.419111,1.303297,249.5019,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-06-13T00:00:00
1308,创业板,300245,天玑科技,0.0,-,-,0.7,0.00638103919781221,2018-04-11T00:00:00,7.5735,-10.449,2018-06-20T00:00:00,2018-06-21T00:00:00,-12.9412,450.0,313457493.0,0.2,4.32606672,2.241187,1.03632,-4.8798,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.70元(含税,扣税后0.63元)",2018-06-13T00:00:00
1309,沪市,600746,江苏索普,0.0,-,-,1.2,0.0212014134275618,2018-04-11T00:00:00,-5.443,-10.1587,2018-06-21T00:00:00,2018-06-22T00:00:00,9.2692,449.0,306421452.0,0.2449,1.64273917,0.202572,0.288831,244.4562,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派1.20元(含税,扣税后1.08元)",2018-06-15T00:00:00
1310,深主板,000811,冰轮环境,0.0,-,-,0.8,0.0166666666666667,2018-04-11T00:00:00,-11.3103,-20.9226,2018-06-26T00:00:00,2018-06-27T00:00:00,1.9272,444.0,653054151.0,0.48,4.18054843,0.060495,2.416512,2.6658,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.80元(含税,扣税后0.72元)",2018-06-21T00:00:00
1311,沪市,600120,浙江东方,3.0,-,3.0,1.3,0.0072666294019005,2018-04-11T00:00:00,-2.4586,-5.7429,2018-06-27T00:00:00,2018-06-28T00:00:00,-2.8464,443.0,672606225.0,1.1,14.90666677,3.171892,5.922831,-2.0272,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10转3.00派1.30元(含税,扣税后1.17元)",2018-06-22T00:00:00
1312,沪市,601177,杭齿前进,0.0,-,-,0.2,0.0032520325203252,2018-04-11T00:00:00,-3.4076,-11.5108,2018-06-28T00:00:00,2018-06-29T00:00:00,1.28,442.0,400060000.0,0.0265,4.01599672,2.15109,0.775135,45.3538,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-06-21T00:00:00
1313,沪市,600586,金晶科技,0.0,-,-,0.6,0.0181268882175227,2018-04-11T00:00:00,-3.9604,-8.8154,2018-07-02T00:00:00,2018-07-03T00:00:00,6.422,438.0,1458302100.0,0.1,2.8822876,1.3501,0.493172,281.9903,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-06-27T00:00:00
1314,创业板,300497,富祥股份,10.0,-,10.0,5.0,0.0133618385889898,2018-04-11T00:00:00,-7.48,-9.4823,2018-07-02T00:00:00,2018-07-03T00:00:00,5.5495,438.0,112310250.0,1.63,8.34183517,3.810935,3.633246,2.0936,2017-12-31T00:00:00,2018-04-20T00:00:00,实施分配,"10转10.00派5.00元(含税,扣税后4.50元)",2018-06-25T00:00:00
1315,中小板,002146,荣盛发展,0.0,-,-,4.2,0.0506024096385542,2018-04-11T00:00:00,1.1516,-10.4639,2018-07-03T00:00:00,2018-07-04T00:00:00,-3.6082,437.0,4348163851.0,1.32,6.32686097,1.011566,3.395179,38.8775,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派4.20元(含税,扣税后3.78元)",2018-06-27T00:00:00
1316,中小板,002388,新亚制程,0.0,-,-,0.2,0.00323101777059774,2018-04-11T00:00:00,-1.4647,8.2168,2018-07-09T00:00:00,2018-07-10T00:00:00,-11.8483,431.0,503766600.0,0.14,2.44665448,1.121765,0.282169,496.5054,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-07-03T00:00:00
1317,沪市,600415,小商品城,0.0,-,-,0.81,0.0186206896551724,2018-04-11T00:00:00,-2.4762,1.1628,2018-07-10T00:00:00,2018-07-11T00:00:00,-2.3697,430.0,5443214176.0,0.27,2.05580749,0.269782,0.574529,37.6402,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派0.81元(含税,扣税后0.729元)",2018-07-03T00:00:00
1318,中小板,002800,天顺股份,0.0,-,-,1.2,0.00588523786169691,2018-04-11T00:00:00,-9.688,-1.9712,2018-07-12T00:00:00,2018-07-13T00:00:00,-1.1828,428.0,74680000.0,0.55,5.96739867,2.044795,2.663425,16.3393,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派1.20元(含税,扣税后1.08元)",2018-07-07T00:00:00
1319,深主板,000568,泸州老窖,0.0,-,-,12.5,0.0206645726566375,2018-04-11T00:00:00,2.6652,-0.6079,2018-07-13T00:00:00,2018-07-16T00:00:00,-19.6696,425.0,1464752476.0,1.798,10.35768774,2.419194,5.821596,30.6945,2017-12-31T00:00:00,2018-04-11T00:00:00,实施分配,"10派12.50元(含税,扣税后11.25元)",2018-07-07T00:00:00
